86,78,56,59,89,11,37,73,33,61,99,70,14,21,13,41,50,93,72,25,4,55,46,97,1,34,6,47,87,63,35,48,68,84,53,57,22,38,60,10,15,67,8,62,29,18,9,71,19,91,74,95,27,83,77,81,58,17,32,64,51,12,52,43,92,39,96,28,3,36,7,65,30,94,80,2,90,45,24,82,54,69,44,85,49,0,42,98,23,79,16,5,75,76,26,88,20,31,66,40
awesome (3.71),course (0.49),easy (1.48),enjoy (1.17),excited (0.59),india (0.78),vegan (1.09),possible (0.41),note (0.14),burger (0.68),space (0.78),flaky (0.57),generous (0.4),visited (0.44),loaded (0.48),max (0.33),timed (0.12),million (0.07),fruity (0.47),lobster (0.55),pesto (0.36),benedict (0.41),bento (0.39),price (0.15),slap (0.19),extensive (0.44),neglected (0.17),world (0.17),hanging (0.22),balayage (0.42),annual (0.09),fajitas (0.22),partner (0.22),bakery (0.33),spotless (0.13),blowing (0.28),floater (0.19),pricing (0.22),meaningful (0.2),enjoying (0.28),shopper (0.04),lori (0.31),berry (0.3),milanesa (0.25),watching (0.04),transcending (0.16),playlist (0.19),craigslist (0.19),bao (0.09),row (-0.04),touring (0.17),,,israel (0.23),thursday (-0.05),natural (0.19),bleached (0.1),ready (-0.83),espresso (-0.47),needing (0.18),arrangement (0.19),spirit (0.16),rug (0.05),inn (-0.12),gift (0.2),cycling (0.14),published (0.05),boiling (0.15),garnish (0.05),amenity (-0.03),plumber (0.1),son (-0.22),exhibit (0.24),thanked (-0.01),destination (-0.07),geoff (0.17),patient (0.1),became (0.13),coronavirus (0.04),talking (-0.22),,assistance (-0.31),tab (-0.1),tasteless (-0.44),angle (0.08),relief (0.04),neck (0.04),waste (-0.83),los (0.05),prescription (-0.7),,pursue (0.04),treated (-1.16),,shouldnt (0.06),,,,,
perfect (3.48),start (0.47),quickly (1.4),enough (1.04),omg (0.57),ethiopian (0.66),spiced (0.89),us (0.34),remotely (0.14),meat (0.68),casual (0.76),lemon (0.52),signature (0.4),mexico (0.43),side (0.36),vinings (0.31),letting (0.09),raise (0.05),sparkling (0.36),fish (0.42),risotto (0.34),shakshuka (0.36),naan (0.37),saved (0.14),skinny (0.19),interesting (0.37),breakdown (0.12),exaggeration (0.13),indoor (0.2),shellac (0.32),currently (0.09),asada (0.21),tonight (0.22),voodoo (0.33),stressful (0.12),fall (0.24),lainie (0.19),quality (0.2),valuable (0.17),theme (0.27),stocked (0.04),hannah (0.29),blueberry (0.29),fashioned (0.21),ushered (0.03),wkds (0.15),dance (0.14),inspection (0.18),tofu (0.05),seven (-0.05),virtual (0.16),,,nate (0.22),early (-0.08),laser (0.19),shape (0.1),delivery (-0.86),,laptop (0.17),imagined (0.14),stout (0.16),bathtub (0.05),booked (-0.17),comic (0.19),challenge (0.1),approved (0.05),bloody (0.14),aioli (0.05),neighbor (-0.06),roofing (0.1),dad (-0.26),history (0.19),inform (-0.05),transportation (-0.11),cpa (0.15),routine (0.1),fear (0.12),protocol (0.03),bos (-0.25),,spoke (-0.36),card (-0.13),salty (-0.55),wrinkle (0.07),discomfort (0.03),hurting (-0.0),ruined (-0.99),si (0.05),,,banking (0.04),attitude (-1.18),,bedside (0.06),,,,,
loved (3.17),chance (0.42),made_sure (1.35),plenty (0.94),heart (0.52),eats (0.63),pineapple (0.67),matter (0.29),regardless (0.13),sweet_potato (0.66),industrial (0.67),butter (0.5),little_bit (0.4),west (0.32),square (0.25),highland (0.29),walkins (0.08),mediocrity (0.04),complimentary (0.35),main_course (0.35),stuffed (0.34),sausage (0.32),korean (0.37),plus (0.14),anymore (0.12),familiar (0.34),solved (0.12),seriously (0.12),upstairs (0.2),brow (0.28),rd (0.06),carne (0.2),decided_try (0.18),shake (0.25),worked (0.11),air (0.21),thrifting (0.18),increase (0.18),evident (0.17),ballpark (0.27),model (0.04),cathy (0.29),smoothy (0.22),sunflower (0.19),circled (0.02),nomeat (0.15),concert (0.14),bumper (0.15),,third (-0.07),age (0.16),,,sean (0.2),afternoon (-0.1),waxed (0.16),styled (0.09),driver (-0.86),,fixing (0.14),florist (0.14),whisky (0.16),drawer (0.04),stayed (-0.2),pen (0.18),movement (0.08),direct (0.03),squirt (0.11),cilantro (0.03),leasing (-0.08),hose (0.09),mom (-0.27),picnic (0.17),someone_else (-0.1),gate (-0.15),gordy (0.14),crown (0.09),scared (0.12),safer (0.03),younger (-0.36),,reach (-0.38),canceled (-0.18),undercooked (-0.62),bulky (0.07),treatment (-0.11),burn (-0.01),slow (-1.0),al (-0.07),,,finance (0.04),customer (-4.67),,odds (0.05),,,,,
wonderful (2.63),back (0.4),informative (1.27),consistently (0.91),hotlanta (0.51),french (0.57),bean (0.62),aa (0.28),admit (0.13),gyro (0.64),ambience (0.62),pumpkin (0.48),smooth (0.39),cali (0.31),smaller (0.25),parking (0.26),conversation (0.07),write_review (0.04),bubble (0.29),roll (0.3),platter (0.32),bacon (0.26),shawarma (0.32),budget (0.13),chick (0.12),traditional (0.28),possibility (0.1),friendliest (0.11),private (0.19),mani (0.26),october (0.04),pastor (0.19),brother (0.17),jeni (0.16),reliable (0.1),bird (0.2),imjai (0.17),adequate (0.14),enthusiasm (0.17),captain (0.26),carry (-0.02),perfectionist (0.28),mango (0.21),tobiko (0.19),enter (0.01),morlan (0.14),singing (0.14),windshield (0.13),,four (-0.12),background (0.14),,,kevin (0.2),wednesday (-0.19),gentle (0.14),inch (0.09),delivered (-1.09),,pulling (0.1),sketch (0.11),distillery (0.16),swept (0.03),stay (-0.37),belt (0.17),student (0.06),signed (-0.0),recooked (0.07),dipping (0.03),bedroom (-0.12),replace (0.09),child (-0.31),admission (0.17),frustrated (-0.21),terminal (-0.22),mitchell (0.13),extraction (0.08),dying (0.1),appropriately (0.01),throwing (-0.37),,supervisor (-0.47),coupon (-0.22),frozen (-0.62),residual (0.06),,painful (-0.04),suck (-1.06),,,,denial (0.02),,,controlled (0.04),,,,,
enjoyed (2.47),found (0.36),accommodating (1.2),solid (0.8),hungry (0.47),dining_experience (0.57),gluten (0.6),easier (0.27),might (0.12),turkey (0.54),comfy (0.59),heavenly (0.48),pleasantly (0.38),houston (0.24),huge (0.25),plaza (0.26),graciously (0.07),demand (0.04),beverage (0.27),entree (0.29),bisque (0.28),lox (0.26),leftover (0.28),penny (0.1),yall (0.12),ethiopia (0.27),remained (0.1),earth (0.1),downstairs (0.17),waxing (0.17),discovered (0.03),chorizo (0.18),whim (0.17),icecream (0.15),precision (0.08),spring (0.2),woof (0.16),expectation (0.11),focus (0.15),themed (0.25),inventory (-0.03),nervous (0.27),syrup (0.11),schwarma (0.17),greet (0.01),lakota (0.14),sing (0.13),bmw (0.12),,eight (-0.15),toured (0.14),,,jacob (0.2),friday (-0.31),lasted (0.09),shorter (0.09),arrived (-1.43),,screen (0.09),craft (0.07),whiskey (0.13),everywhere (0.0),hotel (-0.5),rack (0.15),meditation (0.05),written (-0.01),scrambled (0.07),mustard (0.03),building (-0.12),gasket (0.07),baby (-0.33),historical (0.08),apologized (-0.24),fly (-0.36),ewc (0.12),obgyn (0.08),effect (0.1),handling (-0.01),drunk (-0.44),,contact (-0.55),billed (-0.52),cold (-1.67),crack (0.06),,sweat (-0.08),poor (-1.34),,,,submitting (0.02),,,philippine (0.04),,,,,
incredible (2.42),wished (0.36),happy (1.16),choice (0.79),def (0.46),cuisine (0.56),ginger (0.53),select (0.26),turnover (0.11),slider (0.5),charming (0.56),perfection (0.47),thin (0.34),ca (0.22),giant (0.24),convenient (0.26),maitre (0.07),discourage (0.03),drank (0.25),skewer (0.27),squash (0.25),beignet (0.18),gai (0.19),steal (0.09),kinda (0.12),genre (0.26),initial (0.1),wendy (-0.02),cramped (0.16),pedi (0.12),year_ago (0.02),guac (0.08),group (0.17),caramel (0.14),tidy (0.08),gravel (0.19),valenza (0.15),competitor (0.11),dedication (0.14),pbr (0.23),grocery (-0.05),doe (0.27),caffeine (0.1),freshsqueezed (0.16),behind_counter (0.0),forster (0.13),sport (0.13),toyota (0.11),,hundred (-0.2),useful (0.12),,,chris (0.18),morning (-0.32),relax (0.08),clip (0.08),received (-2.03),,attach (0.08),talent (0.07),hazy (0.11),toxic (-0.01),guest (-0.69),helmet (0.14),athlete (0.05),advertising (-0.02),freshly (0.06),substituted (0.02),living (-0.17),remodel (0.07),young (-0.5),path (0.07),irritated (-0.33),flight (-0.46),internal (0.12),molar (0.07),struggle (0.1),required (-0.05),man (-0.56),,phone_call (-0.58),bill (-0.52),dry (-2.16),mat (0.06),,nose (-0.12),disappointing (-1.51),,,,llc (0.01),,,rage (0.04),,,,,
fantastic (1.98),randomly (0.3),make_sure (1.15),lot (0.77),jewel (0.44),eaten (0.55),crave (0.38),pinch (0.24),obviously (0.1),gumbo (0.43),quiet (0.55),crisp (0.46),describe (0.33),country (0.21),larger (0.23),heading (0.26),hug (0.07),buisness (0.03),popsicle (0.25),tuna (0.25),carrot (0.23),omelette (0.17),injera (0.19),cheaper (0.07),anyhow (0.11),offering (0.25),detail (0.1),unreal (-0.05),surrounding (0.13),polish (-0.03),month_ago (0.02),carnitas (0.07),olg (0.16),pip (0.13),respectful (0.06),plank (0.19),tempo (0.15),greater (0.1),successful (0.14),hangout (0.19),sale (-0.07),loving (0.26),cinnamon (0.07),bluefin (0.14),grabbing (-0.0),twister (0.13),karaoke (0.09),jeep (0.09),,several (-0.25),meeting (0.12),,,zack (0.18),sunday (-0.52),breakout (0.06),shaped (0.08),order (-5.55),,dropping (0.07),image (0.07),hop (0.1),bath (-0.02),front_desk (-0.83),candy (0.13),strength (0.05),wrote (-0.05),rubbed (0.04),chopped (-0.03),resident (-0.23),faucet (0.06),daughter (-0.57),waterfall (0.06),attempt (-0.34),uber (-0.56),modera (0.11),injector (0.06),worrying (0.1),pandemic (-0.05),lady (-1.43),,calling (-1.1),cash (-0.53),,scraped (0.05),,eye (-0.18),avoid (-1.65),,,,expense (-0.04),,,triggered (0.04),,,,,
satisfied (1.81),tomorrow (0.29),experience (1.14),choose (0.72),n (0.44),indian (0.55),peanut (0.36),comfort (0.23),assume (0.09),mac_n (0.4),decor (0.47),almond (0.46),complementary (0.33),northwest (0.2),spread (0.22),chamblee (0.25),attention (0.07),preface (0.01),nitro (0.25),calamari (0.24),roasted (0.22),brunch (0.14),hibachi (0.19),upgraded (0.06),fucked (0.09),wellprepared (0.23),explanation (0.1),anywhere (-0.07),outdoors (0.13),toe (-0.08),originally (0.0),gallo (0.04),friend (0.15),scoop (0.11),process (0.06),stone (0.19),inrestaurant (0.15),opinion (0.09),lifestyle (0.13),coolest (0.19),target (-0.08),alana (0.25),jelly (0.05),crudits (0.14),appeared (-0.03),courteousness (0.13),pinball (0.08),financing (0.09),,three (-0.26),independent (0.12),,,barry (0.17),late (-0.53),calming (0.06),blow (0.08),,,retrieve (0.07),drew (0.06),draft (0.07),dust (-0.03),,gold (0.12),lesson (0.04),read (-0.05),messy (0.04),pepper (-0.04),property (-0.24),mount (0.06),kid (-0.85),guide (0.06),apology (-0.35),ticket (-0.59),squealing (0.11),dermatology (0.05),death (0.09),ensure (-0.06),guy (-1.45),,answer (-1.29),policy (-0.6),,disinfected (0.05),,blood (-0.19),bad (-2.63),,,,prove (-0.07),,,stalked (0.04),,,,,
really_enjoyed (1.44),sooner (0.28),pleasant (1.13),quite (0.61),soooooo (0.44),thailand (0.47),yogurt (0.27),bring (0.22),indicate (0.09),nugget (0.35),adorable (0.47),blackberry (0.44),light (0.32),grew (0.2),split (0.21),tucked (0.25),instantly (0.05),operate (0.01),watermelon (0.24),trout (0.24),polenta (0.21),omelet (0.12),kabab (0.18),unheard (0.04),freaking (0.09),culture (0.22),believed (0.09),ive (-0.12),couch (0.07),barber (-0.12),monthly (-0.02),empanadas (0.03),stumbled (0.15),milkshake (0.1),dependable (0.06),cedar (0.19),plunge (0.15),score (0.09),ability (0.13),brave (0.19),selling (-0.18),erica (0.23),decaf (0.05),peices (0.14),towards (-0.04),mezcales (0.13),basketball (0.06),suv (0.04),,six (-0.28),channel (0.12),,,ken (0.17),day (-0.94),symmetrical (0.05),curly (0.07),,,speed (0.07),gallery (0.06),bourbon (0.07),mold (-0.05),,sweatshirt (0.09),active (0.04),scan (-0.07),spoonful (0.04),shredded (-0.12),maintenance (-0.25),material (0.06),,river (0.06),big_deal (-0.37),train (-0.88),gwinnett (0.1),preventative (0.05),extreme (0.08),keeping (-0.07),,,email (-1.37),fee (-0.72),,excess (0.03),,face (-0.44),terrible (-3.06),,,,inaccurate (-0.08),,,withdrawal (0.04),,,,,
outstanding (1.41),time (0.22),beyond (1.11),popular (0.59),hattie (0.41),craving (0.46),chickpea (0.24),accommodate (0.21),wary (0.08),bbq (0.32),fancy (0.42),deliciously (0.44),filling (0.3),chicago (0.2),separate (0.19),block (0.23),congratulate (0.05),earned (-0.02),orange (0.24),starter (0.23),charcuterie (0.21),blt (0.09),wok (0.18),costed (0.04),judge (0.08),rotating (0.2),difficulty (0.08),absolute (-0.19),entrance (0.07),stylist (-0.32),yr (-0.03),tamale (-0.08),dined (0.13),dough (0.1),turnaround (0.06),raining (0.18),berkeley (0.14),superior (0.09),asset (0.12),prohibition (0.18),sell (-0.2),debbie (0.23),oat (0.02),tabasco (0.13),grab (-0.06),rollerset (0.13),blast (0.03),trade (0.02),,multiple (-0.36),echo (0.11),,,martin (0.16),pm (-2.87),sugared (0.05),gray (0.06),,,flip (0.06),instagram (0.05),ale (0.06),ceiling (-0.06),,ceramic (0.09),pose (0.03),instruction (-0.07),stir (0.04),condiment (-0.12),unit (-0.32),washer (0.05),,nature (0.05),continued (-0.4),,iphones (0.1),oral (0.04),suffer (0.08),distancing (-0.07),,,call (-2.17),bank (-0.88),,tool (0.03),,leg (-0.54),horrible (-4.01),,,,report (-0.24),,,xmas (0.04),,,,,
lovely (1.33),vin (0.21),thanks (0.91),relatively (0.55),lucky (0.41),cart (0.45),tempeh (0.24),build (0.18),fuss (0.07),seasoned (0.32),decorated (0.42),sorbet (0.41),mix (0.29),california (0.16),addition (0.19),campus (0.22),presume (0.04),start_saying (-0.06),drink (0.2),wagyu (0.2),arugula (0.2),hash (0.07),hue (0.16),nickel (0.04),po (0.08),exciting (0.16),exact (0.06),life (-0.21),access (0.06),pedicure (-0.84),ago (-0.05),tortilla (-0.11),valentine (0.08),fudge (0.04),seamlessly (0.05),lake (0.17),shamrock (0.14),term (0.09),journey (0.1),jungle (0.18),department (-0.22),rosie (0.22),banana (-0.02),posole (0.13),assist (-0.07),kuai (0.12),band (-0.04),salesman (0.0),,single (-0.39),social (0.11),,,george (0.16),,zen (0.04),ombre (0.05),,,suitcase (0.06),floral (0.05),ipa (0.05),closet (-0.06),,browsing (0.08),push (0.03),form (-0.08),steamer (0.04),chili (-0.13),complex (-0.36),fixture (0.05),,stroll (0.04),mistake (-0.45),,perez (0.1),disease (0.0),bacteria (0.07),careful (-0.09),,,phone (-2.87),credit_card (-0.9),,washed (0.03),,foot (-0.67),,,,,screwed (-0.28),,,advil (0.04),,,,,
price_reasonable (1.28),mid (0.2),recommendation (0.86),packed (0.53),secret (0.39),staple (0.43),dairy (0.23),pro (0.17),rundown (0.07),oxtail (0.3),quaint (0.4),glazed (0.39),sensation (0.28),colorado (0.15),included (0.17),peachtree (0.2),fussy (0.04),posting (-0.08),cup (0.19),quail (0.19),prosciutto (0.2),mimosa (0.07),tib (0.15),upgrade (0.04),em (0.07),region (0.15),adjusted (0.05),unbelievable (-0.21),outside (0.05),,fast_forward (-0.17),chimichanga (-0.11),invited (0.06),icing (0.03),diligent (0.04),snow (0.12),funnel (0.14),factor (0.06),grounded (0.09),solo (0.16),amazon (-0.23),minh (0.22),muffin (-0.03),fontina (0.13),stepped (-0.1),littel (0.12),entertaining (-0.04),brand_new (-0.04),,nearly (-0.47),displayed (0.1),,,chuck (0.15),,afterwards (0.04),platinum (0.05),,,retrieved (0.05),recreate (0.04),brewery (0.03),cloth (-0.09),,mug (0.08),boxing (0.02),copy (-0.08),saucer (0.04),vinegar (-0.13),rental (-0.36),landscaping (0.05),,fountain (0.04),telling (-0.45),,thompson (0.1),cosmetic (-0.0),sensitive (0.06),barrier (-0.09),,,called (-2.98),receipt (-0.93),,blown (0.02),,,,,,,lied (-0.34),,,curve (0.03),,,,,
gem (1.21),begin (0.18),quick (0.86),popping (0.52),fav (0.39),israeli (0.41),spice (0.22),choosing (0.16),appearance (0.07),tender (0.26),unpretentious (0.39),buttery (0.35),preference (0.25),cascade (0.13),tail (0.15),downtown (0.19),distracted (0.04),establishment (-0.09),mojito (0.16),prawn (0.18),ricotta (0.19),skillet (0.06),eggplant (0.1),cheated (0.03),bet (0.07),curated (0.15),gave (0.05),probably (-0.33),overlook (0.05),,roommate (-0.17),chipotle (-0.12),gilda (0.05),cookie (0.02),seamless (0.03),fire (0.12),ons (0.13),pricier (0.06),technical (0.09),church (0.13),product (-0.24),torus (0.22),fruit (-0.04),chirashi (0.12),watched (-0.14),jawbreaker (0.11),playing (-0.1),dealership (-0.1),,two (-0.9),field (0.1),,,kenny (0.15),,tlc (0.04),grey (0.05),,,overtime (0.05),ig (0.03),pours (-0.13),bathroom (-0.13),,trinket (0.07),equipment (0.01),listed (-0.14),spatula (0.03),sauce (-0.15),apartment (-0.43),valve (0.05),,skyline (0.0),eventually (-0.49),,commenced (0.1),testing (-0.06),hated (0.06),risk (-0.11),,,,charge (-1.56),,underneath (0.02),,,,,,,company (-3.05),,,inevitably (0.03),,,,,
reasonably_priced (1.19),discover (0.17),personable (0.81),fairly (0.47),stopping (0.38),indonesian (0.3),organic (0.22),willing (0.16),utterly (0.07),mac_cheese (0.24),chill (0.34),crunch (0.32),blend (0.23),decade (0.13),rainbow (0.14),east (0.18),multitask (0.04),loyalty (-0.09),tasting (0.16),sampler (0.16),horseradish (0.18),ham (0.04),bulgogi (0.09),additional (0.02),whatever (0.07),true (0.14),advised (0.04),honestly (-0.34),adjacent (0.04),,month_later (-0.21),quesadilla (-0.24),hubby (0.05),,stressfree (0.02),hunting (0.11),kasbah (0.12),comparable (0.05),important (0.09),serenity (0.12),supply (-0.26),amy (0.22),sugar (-0.48),nazareth (0.12),chatting (-0.15),hatties (0.11),played (-0.14),auto (-0.14),,,fencing (0.09),,,brandon (0.15),,rejuvenated (0.04),coffin (0.04),,,accumulated (0.04),create (0.02),sour (-0.55),spray (-0.18),,goody (0.07),school (-0.02),info (-0.17),bathed (0.02),ketchup (-0.22),rent (-1.09),basement (0.04),,garden (-0.07),upset (-0.55),,mentor (0.1),result (-0.06),anti (0.05),carefully (-0.15),,,,paid (-1.74),,measured (0.01),,,,,,,,,,brink (0.03),,,,,
disappoint (1.18),suggested (0.17),recommended (0.74),usually (0.42),looking_forward (0.37),japanese (0.3),kale (0.2),adjust (0.15),thus (0.06),coleslaw (0.24),elegant (0.33),honey (0.31),melt (0.22),sacramento (0.13),sharing (0.12),belmont (0.17),introduce (0.04),exist (-0.1),grapefruit (0.15),mussel (0.1),beet (0.18),breakfast_sandwich (-0.03),masala (0.09),wasting (0.02),btw (0.06),brewer (0.14),tested (0.04),literally (-0.52),indoors (0.04),,changed (-0.27),plantain (-0.28),occasion (0.04),,timely (0.01),mountain (0.11),noreen (0.12),grade (0.05),trait (0.09),vr (0.12),exchange (-0.27),maria (0.21),ice (-0.97),mmmm (0.11),sitting (-0.2),oneoffs (0.11),,vehicle (-0.27),,,connected (0.09),,,james (0.15),,moisturized (0.03),brown (0.0),,,alarm (0.04),beauty (0.02),,stain (-0.28),,denim (0.07),learning (-0.06),record (-0.17),fold (0.01),onion (-0.28),move (-1.86),inspector (0.02),,,supposed (-0.63),,aiden (0.1),assistant (-0.07),terrified (0.05),allowed (-0.17),,,,pay (-2.02),,knuckle (-0.0),,,,,,,,,,paranoid (0.03),,,,,
super_friendly (1.1),finished (0.17),suggestion (0.69),often (0.37),come_back (0.37),eating (0.25),substitution (0.19),lengthy (0.14),besides (0.05),collard (0.2),romantic (0.31),rich (0.3),cloud (0.21),co (0.11),bigger (0.12),lenox (0.17),squeeze (0.04),unfortunate (-0.13),fizz (0.15),tapa (0.1),zucchini (0.16),gravy (-0.1),stew (0.08),k (-0.01),knock (0.06),heritage (0.12),hesitation (0.04),forever (-0.53),wooden (0.04),,since (-0.32),,celebrate (-0.0),,craftsmanship (-0.02),fence (0.1),ugliest (0.12),anticipated (0.03),beneficial (0.09),nightcap (0.11),stock (-0.28),brittany (0.2),,penang (0.11),handed (-0.29),mauritious (0.1),,battery (-0.89),,,tuned (0.09),,,ron (0.13),,pore (0.02),pink (-0.02),,,meter (0.03),artist (0.0),,bug (-0.33),,cd (0.06),facility (-0.31),tag (-0.24),bin (-0.01),sub (-0.3),management (-2.04),fix (-0.06),,,apparently (-0.63),,increment (0.09),research (-0.25),mentally (0.05),glove (-0.18),,,,refund (-2.11),,badly (-0.01),,,,,,,,,,baffling (0.03),,,,,
goto (1.07),turned (0.16),gave_u (0.67),normally (0.36),gf (0.34),turkish (0.25),spicier (0.14),anticipate (0.13),dislike (0.05),fatty (0.2),cutest (0.29),pudding (0.24),tad (0.2),born (0.1),contained (0.12),hawthorne (0.16),bartending (0.04),pray (-0.13),punch (0.12),crudo (0.1),sirloin (0.15),bagel (-1.02),kebab (0.08),save (-0.05),f (0.06),ranged (0.12),revealed (0.04),wish_could (-0.66),sidewalk (0.03),,week_ago (-0.4),,coworker (-0.03),,completed (-0.02),jet (0.1),anyplace (0.12),wise (0.02),friendship (0.08),acoustic (0.1),brand (-0.34),janelle (0.19),,kahlua (0.1),station (-0.3),shep (0.1),,car (-1.62),,,nonprofit (0.09),,,david (0.13),,felt (0.02),ugly (-0.1),,,jump (0.03),vision (-0.04),,floor (-1.05),,shelf (0.02),studio (-0.36),via (-0.26),packaged (-0.05),salt (-0.38),,inspected (-0.07),,,ask (-0.84),,oversell (0.09),provider (-0.29),suffered (0.04),operating (-0.24),,,,,,torn (-0.05),,,,,,,,,,chuckled (0.03),,,,,
top_notch (0.79),remembered (0.14),polite (0.62),overall (0.36),pop (0.34),fusion (0.24),sesame (0.13),depend (0.13),theory (0.05),reuben (0.19),spacious (0.28),churros (0.23),simple (0.19),atl (0.1),largest (0.1),burnside (0.16),sparkler (0.03),doubt (-0.15),hh (0.11),fillet (0.09),feta (0.15),,samosa (0.06),double (-0.05),devil (0.05),edition (0.11),rectified (0.04),far (-0.69),rooftop (0.01),,week (-0.42),,cousin (-0.09),,smoothly (-0.03),cooler (0.09),mania (0.12),fewer (-0.0),respected (0.08),lightning (0.1),shop (-0.37),bri (0.19),,nam (0.1),hello (-0.34),bearclaw (0.1),,,,,demonstration (0.09),,,kia (0.12),,filler (-0.01),curl (-0.14),,,swipe (0.02),moon (-0.06),,dirty (-1.75),,tee (0.0),cycle (-0.37),letter (-0.32),cube (-0.05),pickled (-0.38),,repaired (-0.07),,,ignored (-0.99),,edgar (0.09),office (-0.35),cry (0.04),safely (-0.26),,,,,,edge (-0.07),,,,,,,,,,realistically (0.02),,,,,
exceptional (0.77),bummed (0.11),appreciate (0.57),inexpensive (0.34),soooo (0.33),recipe (0.23),satisfying (0.09),extend (0.09),others (0.05),meaty (0.16),quirky (0.28),crunchy (0.22),balanced (0.16),yelped (0.09),mini (0.09),pioneer (0.13),making (0.02),reading (-0.18),mojitos (0.11),halibut (0.06),casserole (0.12),,bbh (0.06),per (-0.06),dare (0.05),curious (0.11),clarified (0.04),ever (-1.13),deck (0.0),,last (-0.43),,sister (-0.09),,professionalism (-0.04),creek (0.07),mika (0.11),v (-0.0),passionate (0.07),projector (0.1),buying (-0.4),caroline (0.18),,dahl (0.1),walk (-0.4),nellya (0.09),,,,,lego (0.09),,,corey (0.11),,regime (-0.06),wash (-0.21),,,commuter (0.02),designed (-0.06),,,,diamond (-0.07),class (-0.4),send (-0.34),container (-0.08),,,lock (-0.08),,,saying (-1.11),,dania (0.09),emergency (-0.43),jumping (0.03),properly (-0.28),,,,,,removed (-0.1),,,,,,,,,,ing (0.02),,,,,
highly_recommended (0.74),unexpectedly (0.11),pleasure (0.56),suggest (0.28),ate (0.32),serving (0.22),combo (0.08),considered (0.09),understandable (0.04),kfc (0.16),stylish (0.24),brioche (0.22),heat (0.15),va (0.09),massive (0.09),convenience (0.12),casually (0.02),give_star (-0.18),vodka (0.11),octopus (0.06),devoured (0.1),,udon (0.05),hassle (-0.07),heck (0.05),ethnic (0.1),exchanged (0.03),,remodeled (-0.02),,st (-0.43),,coworkers (-0.14),,realtor (-0.08),fairy (0.07),imprint (0.11),reflect (-0.03),faith (0.07),victory (0.1),purchase (-0.42),lmt (0.17),,prik (0.09),front (-0.41),fritto (0.09),,,,,led (0.09),,,ryan (0.1),,,look (-0.22),,,screw (0.0),photo (-0.26),,,,label (-0.07),member (-0.91),posted (-0.46),piled (-0.1),,,dryer (-0.13),,,speak (-1.13),,parttime (0.08),lab (-0.46),tingling (0.03),cleanliness (-0.37),,,,,,noticed (-0.12),,,,,,,,,,hahahaha (0.02),,,,,
fabulous (0.7),intended (0.11),accommodated (0.54),equally (0.28),belly (0.31),southern (0.22),cashew (0.08),perk (0.09),imagine (0.04),macaroni (0.1),lighting (0.23),tiramisu (0.21),whip (0.14),nashville (0.08),sleeper (0.08),parked (0.12),recognizes (0.02),good_luck (-0.21),jameson (0.1),cod (0.06),caper (0.1),,vietnamese (0.05),dime (-0.1),witch (0.04),experiment (0.1),immediate (0.02),,seat (-0.03),,past (-0.56),,husband (-0.26),,detailed (-0.15),banging (0.07),supercharger (0.11),nicer (-0.11),belief (0.07),swing (0.09),buy (-0.44),abe (0.16),,relleno (0.09),worker (-0.44),unbreakable (0.09),,,,,progressive (0.08),,,mike (0.1),,,black (-0.41),,,grip (-0.0),picture (-0.53),,,,purse (-0.15),,page (-0.48),fork (-0.12),,,project (-0.13),,,asking (-1.43),,ligament (0.08),test (-0.59),fought (0.02),mask (-0.88),,,,,,falling (-0.17),,,,,,,,,,outbreak (0.02),,,,,
superb (0.66),landed (0.1),reccomend (0.52),consistent (0.25),real (0.31),caribbean (0.19),turmeric (0.07),accordingly (0.08),kicker (0.04),char (0.1),vibrant (0.23),bite (0.2),nicely (0.14),rival (0.08),twisted (0.08),westside (0.11),appointed (0.02),reputation (-0.23),cognac (0.1),wasabi (0.05),pappardelle (0.09),,vermicelli (0.04),priced (-0.15),alright (0.03),caters (0.1),determine (0.02),,heater (-0.04),,th (-0.74),,last_night (-0.69),,job (-0.18),grass (0.06),ronda (0.11),considering (-0.12),encouraged (0.07),rocking (0.09),market (-0.51),priya (0.16),,tagine (0.09),register (-0.45),massif (0.08),,,,,connects (0.08),,,allen (0.1),,,cut (-0.66),,,dropped (-0.04),,,,,,,information (-0.49),silverware (-0.67),,,plumbing (-0.21),,,someone (-1.75),,protects (0.08),health (-0.61),recover (0.01),,,,,,,fell (-0.18),,,,,,,,,,murdered (0.02),,,,,
amazed (0.64),lockdown (0.08),future (0.52),togo (0.23),soo (0.3),caf (0.18),lentil (0.07),current (0.08),personally (0.04),catfish (0.06),funky (0.22),homemade (0.2),component (0.14),oregon (0.07),full (0.07),village (0.11),hugged (0.02),express (-0.23),agave (0.1),shrimp (0.04),cheese (0.08),,teriyaki (-0.13),paying (-0.21),stupid (0.02),array (0.1),ass (0.01),,corner (-0.04),,month (-1.17),,,,buyer (-0.55),wagon (0.05),bombay (0.1),standard (-0.14),motivates (0.07),scene (0.08),shopping (-0.55),hilarious (0.16),,fungi (0.09),behind (-0.46),adobada (0.08),,,,,marine (0.08),,,ty (0.1),,,,,,putting (-0.06),,,,,,,update (-0.57),napkin (-0.73),,,estimate (-0.34),,,wrong (-1.93),,courage (0.07),,sickness (0.01),,,,,,,flat (-0.22),,,,,,,,,,lightbulb (0.01),,,,,
